level,start_ms,header,end_ms
3,1254,الباب الثامن من الفن الثانى فى حفظ الأسرار والإذن والحجاب,1261
4,1254,ذكر ما قيل فى حفظ الأسرار,1256
4,1256,ومما قيل فى استراحة الرجل بمكنون سره إلى صديقه-,1256
4,1256,ومما وصف به كتمان السر-,1257
4,1257,ذكر ما قيل فى الإذن والاستئذان,1258
4,1258,ذكر ما قيل فى الحجاب,1260
4,1260,ذكر ما قيل فى النهى عن شدة الحجاب,1261
3,1261,الباب التاسع من القسم الخامس من الفن الثانى فى الوزراء وأصحاب الملك,1300
4,1261,ذكر ما قيل فى الوزارة وشروطها واشتقاقها وما يحتاج الوزير إليه,1261
4,1261,ذكر ما قيل فى اشتقاق الوزارة وصفة الوزير وما يحتاج إليه,1265
4,1265,ذكر صفة الوزارة وشروطها,1279
4,1279,ذكر حقوق الملك على وزيره وحقوق الوزير على ملكه,1280
4,1280,فأما حقوق السلطان على وزيره فهى ثلاثة:,1280
4,1280,وأما حقوق الوزير على السلطان فثلاثة:,1281
4,1281,ذكر وزارة التنفيذ,1284
4,1284,ذكر ما تتميز به وزارة التفويض على وزارة التنفيذ وما تختلف فيه.,1285
4,1285,ذكر حقوق الوزارة وعهودها ووصايا الوزراء,1293
5,1285,أما حقوق الوزارة-,1286
5,1286,وأما عهودها ووصاياها-,1293
4,1293,ذكر ما قيل فى وصايا أصحاب السلطان وصفاتهم,1296
5,1293,أما صفاتهم,1294
5,1294,وأما وصايا أصحاب السلطان-,1296
4,1296,ذكر ما يحتاج إليه نديم الملك، وما يأخذ به نفسه، وما يلزمه.,1297
4,1297,وأما الآداب فى محادثة السلطان-,1299
4,1299,وأما آداب الأكل بين يدى الرئيس-,1299
4,1299,ذكر ما ورد فى النهى عن صحبة الملوك والقرب منهم,1300
3,1300,الباب العاشر من القسم الخامس من الفن الثانى فى قادة الجيوش، والجهاد، ومكايد الحروب، ووصف الوقائع، والرباط، وما قيل فى أوصاف السلاح.,1362
4,1300,ذكر ما قيل فى قادة الجيوش وشروطهم وأوصافهم ووصاياهم وما يلزمهم,1329
5,1301,واما ما يلزم قائد الجيش-,1312
5,1312,وأما وصايا أمير الجيش-,1315
5,1315,ذكر ما يقوله قائد الجيش وجنده من حين يشاهد العدو الى انفصال الحرب والظفر بعدوهم,1319
5,1319,ذكر ما قيل فى المكيدة والخداع فى الحروب وغيرها,1329
4,1329,ذكر ما ورد فى الجهاد وفضله وترتيب الجيوش وأسمائها فى القلة والكثرة، وأسماء مواضع القتال، وما قيل فى الحروب والوقائع، وما وصفت به,1336
5,1329,فأما ما ورد فى الجهاد وفضله.,1330
5,1330,وأما ما قيل فى أسماء العساكر فى القلة والكثرة وأسماء مواضع القتال-,1331
5,1331,وأما أسماء غبار الحرب-,1331
5,1331,وأما ما قيل فى الحروب والوقائع، وشىء مما وصفت به-,1334
5,1334,ذكر ما ورد فى الغزو فى البحر,1335
5,1335,ذكر ما رود فى المرابطة,1336
4,1336,ذكر ما قيل فى السلاح وأوصافه,1362
5,1337,ما قيل فى السيف من الأسماء والنعوت والأوصاف,1343
6,1339,ومن أسماء أجزاء السيف-,1340
6,1340,ومما يضاف الى السيف-,1340
6,1340,ومن أسماء قرابه وآلته-,1341
6,1341,وأما ما وصفته به الشعراء-,1343
5,1343,وأما ما قيل فى الرمح،,1347
6,1343,وأما الأسماء، والنعوت، والأوصاف-,1345
6,1345,ومن أسماء ما يعقد عليها-,1345
6,1345,وأما اذا حمله الرجل وطعن به-,1346
6,1346,وأما ما وصفته به الشعراء-,1347
5,1347,واما ما قيل فى القوس العربية-,1351
6,1348,وأما أسماء القوس ونعوتها-,1349
6,1349,وأما الوتر- فمن أسمائه:,1349
6,1349,وأما أصوات القوس-,1350
6,1350,ذكر ما قيل فى تركيب القوس، ومبدإ عملها ومن رمى عنها، ومعنى الرمى,1351
5,1351,وأما ما قيل فى السهم-,1354
6,1353,وأما أسماء النصل-,1354
6,1354,وأما أوعية السهام- «جعبة» وجمعها جعاب. «جفير» وهو أوسع من «الكنانة» .,1354
5,1354,وأما ما وصف به القوس والسهم من النظم والنثر-,1357
5,1357,ذكر ما قيل فى الجنة,1362
6,1357,فأما الترس-,1358
7,1358,وأما ما وصف به حامل الترس-,1358
6,1358,وأما البيضة-,1358
6,1358,وأما ما قيل فى الدرع-,1362
3,1362,الباب الحادى عشر من القسم الخامس من الفن الثانى فى القضاة والحكام,1374
4,1365,ذكر الألفاظ التى تنعقد بها ولاية القضاء، والشروط,1366
5,1366,وأما شروطها فأربعة,1366
4,1366,ذكر ما يشتمل عليه نظر الحاكم المطلق التصرف من الأحكام,1369
4,1369,ذكر ما يأتيه القاضى ويذره فى حق نفسه اذا دعى الى الولاية أو خطبها، وما يلزم الناس من امتثال أمره وطاعته، وما يعتمده فى أمر كاتبه وبطانته وأعوانه وجلوسه لفصل المحاكمات والأقضية,1373
5,1371,وأما كاتب القاضى وبطانته-,1372
5,1372,وأما ما يعتمده فى جلوسه-,1373
4,1373,ذكر شىء مما ورد من التزهيد فى تقلد القضاء والترغيب عنه,1374
3,1374,الباب الثانى عشر من القسم الخامس من الفن الثانى فى ولاية المظالم وهى نيابة دار العدل,1392
4,1375,ذكر من نظر فى المظالم فى الجاهلية والإسلام,1378
4,1378,ذكر ما يحتاج اليه ولاة المظالم فى جلوسهم لها,1378
4,1378,وأما ما يختص بنظر متولى المظالم وتشتمل عليه ولايته فعشرة أقسام:,1380
4,1380,ذكر الفرق بين نظر ولاة المظالم ونظر القضاة,1381
4,1381,ذكر ما ينبغى أن يعتمده ولاة المظالم عند رفعها إليهم، وما يسلكونه من الأحكام فيها، وما ورد فى مثل ذلك من أخبارهم وأحكامهم فيما سلف من الزمان,1389
5,1381,فإن اقترن بها ما يقويها،,1385
5,1385,وأما إن اقترن بالدعوى ما يضعفها-,1387
5,1387,وأما إن تجردت الدعوى من أسباب القوة والضعف،,1389
4,1389,ذكر توقيعات متولى المظالم وما يترتب عليها من الأحكام,1392
3,1392,الباب الثالث عشر من القسم الخامس من الفن الثانى فى نظر الحسبة وأحكامها,1410
4,1392,شروط ناظر الحسبة,1393
4,1393,ذكر الفرق بين المحتسب والمتطوع,1393
4,1393,ذكر أوضاع الحسبة وموافقتها للقضاء وقصورها عنه وزيادتها عليه، وموافقتها لنظر المظالم وقصورها عنه,1395
4,1395,وأما ما بين الحسبة والمظالم من موافقة ومخالفة,1395
4,1395,ذكر ما تشتمل عليه ولاية نظر الحسبة وما يختص بها من الأحكام,1410
3,1410,الباب الرابع عشر من القسم الخامس من الفن الثانى فى الكتابة وما تفرع من أصناف الكتاب,1854
4,1410,ولنبدأ باشتقاق الكتابة،,1410
4,1410,وأما شرفها,1411
4,1411,وأما فوائدها:,1412
4,1412,[ثم الكتابة بحسب من] يحترفون بها على أقسام:,1417
5,1412,ذكر كتابة الإنشاء وما اشتملت عليه من البلاغة والإيجاز والجمع فى المعنى الواحد بين الحقيقة والمجاز؛ والتلعب بالألفاظ والمعانى والتوصل إلى بلوغ الأغراض والأمانى,1417
6,1412,فأما البلاغة,1414
6,1414,وأما الفصاحة,1414
6,1414,ذكر صفة البلاغة,1415
6,1415,ومن أمثالهم فى البلاغة,1416
6,1416,فصول من البلاغة,1416
6,1416,جمل من بلاغات العجم وحكمها,1417
4,1417,[صفة الكاتب ] وما ينبغى أن يأخذ به نفسه,1418
5,1418,وأما ما ينبغى للكاتب أن يأخذ به نفسه،,1418
4,1418,وأما ما قيل فى حسن الخط وجودة الكتابة ومدح الكتاب والكتاب.,1421
4,1421,ذكر شىء مما قيل فى آلات الكتابة,1425
5,1421,ذكر شىء مما قيل فى القلم,1425
4,1425,ذكر ما يحتاج الكاتب الى معرفته من الأمور الكلية [من كتاب حسن التوسل],1430
5,1430,قال: وأما الأمور الخاصة التى تزيد معرفتها قدره، ويزين العلم بها نظمه ونثره،,1430
4,1430,فأما علوم المعانى والبيان والبديع،,1517
5,1431,أما الفصاحة والبلاغة،,1431
5,1431,وأما الحقيقة والمجاز-,1432
5,1432,وأما التشبيه,1439
5,1439,وأما الاستعارة,1445
6,1441,فصل فيما تدخله الاستعارة وما لا تدخله,1443
6,1443,فصل فى أقسام الاستعارة,1445
5,1445,وأما الكناية,1446
5,1446,وأما التعريض-,1446
5,1446,وأما التمثيل,1446
5,1446,وأما الخبر وأحكامه,1447
5,1447,وأما التقديم والتأخير,1452
5,1452,فصل فى مواضع التقديم والتأخير,1453
6,1452,قال: أما التقديم,1452
6,1452,وأما التأخير فيحسن فى مواضع:,1453
5,1453,وأما الفصل والوصل,1456
5,1456,وأما الحذف والإضمار,1459
6,1458,فصل فى حذف المبتداء والخبر,1458
6,1458,فصل الإضمار على شريطة التفسير,1459
5,1459,وأما مباحث إن وإنما,1464
6,1459,أما إن فلها فوائد:,1461
6,1461,وأما إنما,1462
6,1462,فصل إذا دخل ما وإلا على الجملة المشتملة على المنصوب,1464
5,1464,تنبيه,1464
5,1464,وأما النظم,1466
5,1466,وأما التجنيس,1467
6,1466,فمنه المستوفى التام-,1466
6,1466,ومنه المختلف,1466
6,1466,ومنه المذيل,1466
6,1466,ومنه المركب,1467
6,1467,ومن أنواع المركب المرفو،,1467
6,1467,ومنه المزدوج,1467
5,1467,ومن أجناس التجنيس المصحف,1469
6,1468,ومنه المضارع,1468
6,1468,ومنه المشوش,1468
6,1468,ومنه تجنيس الاشتقاق,1468
6,1468,ومما يشبه المشتق -,1469
5,1469,ومن أجناس التجنيس تجنيس التصريف,1470
6,1469,ومنها التجنيس المخالف,1469
6,1469,ومنها تجنيس المعنى,1470
5,1470,وأما الطباق,1471
5,1471,وأما المقابلة,1473
5,1473,وأما السجع,1475
6,1473,أما الترصيع,1473
6,1473,وأما المتوازى,1473
6,1473,وأما المطرف,1474
6,1474,وأما المتوازن,1475
5,1475,فصل فى الفقر المسجوعة ومقاديرها,1475
5,1475,وأما رد العجز على الصدر,1477
5,1477,وأما الإعنات,1478
5,1478,وأما المذهب الكلامى,1478
5,1478,وأما حسن التعليل,1479
5,1479,وأما الالتفات,1480
5,1480,وأما التمام,1481
5,1481,وأما الاستطراد,1481
5,1481,وأما تأكيد المدح بما يشبه الذم,1482
5,1482,وأما تأكيد الذم بما يشبه المدح,1482
5,1482,وأما تجاهل العارف,1483
5,1483,وأما الهزل الذى يراد به الجد,1483
5,1483,وأما الكنايات,1483
5,1483,وأما المبالغة,1484
5,1484,وأما عتاب المرء نفسه,1484
5,1484,وأما حسن التضمين,1485
5,1485,وأما التلميح,1485
5,1485,وأما إرسال المثل,1485
5,1485,وأما إرسال مثلين,1485
5,1485,وأما الكلام الجامع,1485
5,1485,وأما اللف والنشر,1486
5,1486,وأما التفسير,1486
5,1486,وأما التعديد,1487
5,1487,وأما تنسيق الصفات,1487
5,1487,وأما الإيهام,1488
5,1488,وأما حسن الابتداءات,1489
5,1489,وأما براعة التخليص,1489
5,1489,وأما براعة الطلب,1489
5,1489,وأما براعة المقطع,1489
5,1489,وأما السؤال والجواب,1489
5,1489,وأما صحة الأقسام,1490
5,1490,وأما التوشيح,1491
5,1491,وأما الإيغال,1491
5,1491,وأما الإشارة,1492
5,1492,وأما التذييل,1492
5,1492,وأما الترديد,1492
5,1492,وأما التفويف,1492
5,1492,وأما التسهيم,1493
5,1493,وأما الاستخدام,1494
5,1494,وأما العكس والتبديل,1494
5,1494,وأما الرجوع,1494
5,1494,وأما التغاير,1495
5,1495,وأما الطاعة والعصيان,1495
5,1495,وأما التسميط,1496
5,1496,وأما التشطير,1496
5,1496,وأما التطريز,1496
5,1496,وأما التوشيع,1497
5,1497,وأما الإغراق,1497
5,1497,وأما الغلو,1497
5,1497,وأما القسم,1498
5,1498,وأما الاستدراك,1498
5,1498,وأما المؤتلفة والمختلفة,1498
5,1498,وأما التفريق المفرد,1498
5,1498,وأما الجمع مع التفريق,1499
5,1499,وأما التقسيم المفرد,1499
5,1499,وأما الجمع مع التقسيم,1499
5,1499,وأما التزويج,1499
5,1499,وأما السلب والإيجاب,1499
5,1499,وأما الاطراد,1500
5,1500,وأما التجريد-,1501
5,1501,وأما التكميل-,1501
5,1501,وأما المناسبة-,1503
5,1503,وأما التفريع,1504
5,1504,وأما نفى الشىء بإيجابه-,1505
5,1505,وأما الإيداع,1505
5,1505,وأما الإدماج,1505
5,1505,وأما سلامة الاختراع-,1505
5,1505,وأما حسن الاتباع-,1506
5,1506,وأما الذم فى معرض المدح,1506
5,1506,وأما العنوان,1507
5,1507,وأما الإيضاح-,1507
5,1507,وأما التشكيك-,1508
5,1508,وأما القول بالموجب-,1508
5,1508,وأما القلب-,1509
5,1509,وأما التندير-,1509
5,1509,وأما الإسجال بعد المغالطة-,1509
5,1509,وأما الافتنان-,1510
5,1510,وأما الإبهام,1510
5,1510,وأما حصر الجزئى وإلحاقه بالكلى,1510
5,1510,وأما المقارنة,1511
5,1511,وأما الإبداع,1512
5,1512,وأما الانفصال-,1512
5,1512,وأما التصرف-,1512
5,1512,وأما الاشتراك,1513
5,1513,وأما التهكم-,1513
5,1513,وأما التدبيج,1514
5,1514,وأما الموجه-,1514
5,1514,وأما تشابه الأطراف-,1515
5,1515,وأما ما يتصل بذلك من خصائص الكتابة- فالاقتباس والاستشهاد والحل:,1517
6,1515,[فالاقتباس,1515
6,1515,وأما الاستشهاد بالآيات-,1515
6,1515,[وأما الحل,1517
4,1517,ذكر ما يتعين على الكاتب استعماله والمحافظة عليه والتمسك به وما يجوز فى الكتابة وما لا يجوز,1537
5,1522,وإذا كتب فى التهانى بالفتوح،,1528
5,1528,وأما التقاليد والمناشير والتواقيع وما يتعلق بذلك-,1537
4,1537,ذكر شىء من الرسائل المنسوبة إلى الصحابة رضى الله عنهم والتابعين وشىء من كلام الصدر الأول وبلاغتهم,1555
5,1537,فمن ذلك الرسالة المنسوبة إلى أبى بكر الصديق إلى على، وما يتصل بها من كلام عمر بن الخطاب وجواب على رضى الله عنهم،,1546
5,1546,ومن كلام عائشة أم المؤمنين بنت أبى بكر الصديق رضى الله عنهما،,1548
6,1548,ذكر شرح غريب رسالتها رضى الله عنها,1548
5,1548,ومن كلام على بن أبى طالب رضى الله عنه,1550
5,1550,ومن كلام الأحنف بن قيس,1553
5,1553,ومن كلام أم الخير بنت الحريش البارقية،-,1555
4,1555,لما قدم الحجاج البصرة خطب,1556
4,1556,وخطب الحجاج بعد وقعة دير الجماجم,1556
4,1556,ومن مكاتباته الى المهلب بن أبى صفرة وأجوبة المهلب له,1558
4,1558,وخطب عبد الملك بن مروان،,1559
4,1559,ومن كلام قطرى بن الفجاءة-,1561
4,1561,ومن كلام أبى مسلم الخراسانى صاحب الدولة,1562
4,1562,ومن كلام جماعة من أمراء الدولتين,1565
5,1562,خطب يوسف بن عمر فقال: اتقوا الله عباد الله، فكم من مؤمل أملا لا يبلغه،,1562
5,1562,وقام خالد بن عبد الله القسرى على المنبر خطيبا،,1562
5,1562,قيل لما ولى أبو بكر بن عبد الله المدينة,1565
4,1565,ذكر شىء من رسائل وفصول الكتاب والبلغاء المتقدمين والمتأخرين والمعاصرين من المشارقة والمغاربة,1673
5,1571,ذكر شىء من رسائل فضلاء المغاربة ووزرائهم وكتابهم ممن ذكرهم ابن بسام فى كتابه المترجم بالذخيرة فى محاسن أهل الجزيرة,1585
6,1571,منهم ذو الوزارتين أبو الوليد بن زيدون،,1579
7,1576,وقال أيضا فى رقعة خاطب بها ابن جهور- وهى من رسائله المشهورة-,1579
6,1579,ومن كلام أبى عبد الله محمد بن أبى الخصال من جواب لابن بسام,1580
6,1580,ومن كلام الوزير الفقيه أبى القاسم محمد بن عبد الله بن الجد,1581
6,1581,ومن كلام أبى عبد الله محمد بن الخياط,1581
6,1581,ومن كلام أبى حفص عمر بن برد الأصغر الأندلسى،,1582
6,1582,ومن كلامه يعاتب بعض إخوانه:,1583
6,1583,ومن كلام أبى الوليد بن طريف,1584
6,1584,ومن كلام ذى الوزارتين أبى المغيرة بن حزم من رسالة.,1585
6,1585,ومن كلام الوزير الكاتب أبى محمد بن عبد الغفور الى بعض إخوانه-,1585
5,1585,ذكر نبذة من كلام القاضى الفاضل الأسعد محيى الدين,1614
5,1614,ذكر شىء من رسائل الشيخ الإمام الفاضل ضياء الدين أبى العباس أحمد ابن الشيخ الإمام العابد القدوة أبى عبد الله محمد بن عمر بن يوسف بن عمر بن عبد المنعم الأنصارى القرطبى,1637
6,1625,ومثل صدر هذه الرسالة لبعض الكتاب المتقدمين,1625
6,1625,ولنعد الى كلام الشيخ ضياء الدين بن القرطبى,1626
6,1626,وكتب إليه أيضا شفاعة فى بعض الأعيان,1627
6,1627,وكتب الى قاضى القضاة تاج الدين بن خلف:,1628
6,1628,وكتب إلى الصاحب قاضى القضاة بدر الدين السنجارى-,1629
6,1629,وكتب الى الصاحب تاج الدين محمد بن الصاحب بهاء الدين على بن محمد المعروف بابن حناء,1631
6,1631,وكتب الى القاضى شمس الدين الأصفهانى الحاكم-,1634
6,1634,وكتب إلى شهاب الدين محمود متولى سمهود من عمل قوص-,1637
5,1637,ذكر شىء من إنشاء المولى [القاضى الفاضل البارع الأصيل] الأجل محيى الدين عبد الله [بن عبد الظاهر] رحمه الله تعالى,1649
6,1639,وكتب رسالة صيدية عن السلطان الملك الظاهر إلى الأمير عز الدين الحلى نائب السلطنة بالقلعة:,1642
6,1642,ومن إنشائه رحمه الله تقليد السلطان الملك الأشرف صلاح الدين خليل بولاية عهد السلطنة,1649
5,1649,ذكر شىء من إنشاء المولى الماجد السالك,1664
6,1656,وكتب تقليدا مظفريا للأمير سيف الدين سلار المنصورى بنبابة السلطنة الشريفة,1659
6,1659,ومن انشائه أيضا أعزه الله تعالى مقامة عملها فى سنة اثنتين وسبعمائة،,1664
5,1664,ذكر شىء من إنشاء المولى الفاضل الصدر الكبير الكامل؛ البارع الأصيل، الأوحد النبيل؛ تاج الدين عبد الباقى بن عبد المجيد اليمانى,1671
6,1665,فمن إنشائه كتاب عن الخليفة المستكفى بالله أمير المؤمنين أبى الربيع سليمان لملك اليمن-,1669
6,1669,ومن إنشائه تقليد السلطان الملك الناصر لما ترك الديار المصرية وأقام بالكرك,1671
5,1671,ذكر شىء من الأبيات الداخلة فى هذا الباب,1673
4,1673,ومما يتصل بهذا الباب ويلتحق به، ويحتاج الكاتب إلى معرفته والاطلاع عليه الحجة البالغة والأجوبة الدامغة.,1678
4,1678,ولنصل هذا الفصل بذكر هفوات الأمجاد وكبوات الجياد,1680
4,1680,ذكر شىء من الحكم,1686
5,1685,ومن الأبيات المناسبة لهذا الفصل,1686
4,1686,ذكر كتابة الديوان وقلم التصرف وما يتصل بذلك,1691
5,1688,ذكر اشتقاق تسمية الديوان ولم سمى ديوانا ومن سماه بذلك,1688
5,1688,ذكر ما تفرع عن كتابة الديوان من أنواع الكتابات,1688
5,1688,ذكر مباشرة ديوان الجيش وسبب وضع الدواوين وأول من وضعها فى الإسلام,1690
5,1690,وأما دواوين الأموال,1691
6,1691,وأما ديوان العراق-,1691
4,1691,ذكر ما يحتاج اليه كاتب الجيش على ما استقر فى زماننا هذا من المصطلح,1703
5,1698,وأما مباشرة الخزانة,1701
5,1701,وأما مباشر بيت المال,1702
5,1702,وأما مباشر أهراء الغلال,1703
4,1703,ذكر مباشرة البيوت السلطانية,1706
5,1705,وأما الشراب خاناه,1705
5,1705,وأما الطشت خاناه,1705
5,1705,وأما الفراش خاناه,1706
5,1706,وأما السلاح خاناه,1706
4,1706,ذكر جهات أموال الهلالى ووجوهها وما يحتاج إليه مباشرها,1710
4,1710,ذكر الجزية الواجبة على أهل الذمة و ...,1716
5,1710,أما الأحكام الشرعية,1714
5,1714,وأول ما ضربت الجزية وجعلت على الرءوس فى خلافة عمر بن الخطاب,1714
5,1714,وأما ما اصطلح عليه كتاب التصرف,1714
5,1714,وأما نسبتها فى الإقطاعات الجيشية عند خروج إقطاع ودخول آخر,1714
5,1714,وأما ما يلزم مباشر الجوالى وما يحتاج الى عمله،,1715
5,1715,وأما النوابت والطوارئ,1716
4,1716,ذكر جهات الخراجى وأنواعه وما يحتاج اليه مباشره,1724
6,1717,أما الديار المصرية وأوضاعها وقوانينها وما جرت عليه قواعدها على ما استقر فى زماننا هذا وتداوله الكتاب،,1721
6,1721,وأما الخراج الراتب،,1722
6,1722,وأما جهات الخراجى بالشام وكيفيتها وما يعتمد عليه مباشروها,1724
4,1724,وأما ما يشترك فيه الهلالى والخراجى ويختلف باختلاف أحواله فجهات،,1726
5,1725,أما المراعى,1725
5,1725,وأما المصايد,1725
5,1725,وأما الأحكار,1726
4,1726,وأما أقصاب السكر ومعاصرها,1727
4,1727,ذكر كيفية الاعتصار والطبخ وتقدير المتحصل,1730
5,1730,وأما أقصاب الشأم,1730
4,1730,ذكر أوضاع الحساب وما يسلكه المباشر ويعتمده فيها,1731
4,1731,ذكر ما ينتج عن التعليق من الحسبانات بعد المخازيم,1733
5,1731,فأما الختم,1732
5,1732,وأما التوالى,1733
5,1733,ولهم أيضا توال يسمونها توالى الارتفاع,1733
5,1733,ولهم أيضا توالى الاعتصار,1733
4,1733,وأما الأعمال,1738
5,1733,فأما أعمال الغلال والتقاوى,1734
5,1734,وأما عمل الاعتصار,1734
5,1734,وأما عمل المبيع,1735
5,1735,وأما عمل المبتاع,1735
5,1735,وأما عمل الجوالى,1735
5,1735,وأما عمل الخدم والجنايات والتأديبات,1736
5,1736,وأما السياقات,1736
5,1736,فأما سياقة الأسرى والمعتقلين,1736
5,1736,وأما سياقة الكراع,1736
5,1736,وأما سياقة العلوفات,1737
5,1737,وأما سياقات الأصناف والزردخاناه والعدد والآلات والخزائن والبيمارستانات,1737
5,1737,وأما الارتفاع,1738
4,1738,ومن أبواب المضاف ما يضاف بالقلم,1741
5,1739,ومن وجوه المضاف الغريبة: المستعاد نظير المعاد،,1741
4,1741,وأما الحواصل المعدومة المساقة بالأقلام,1742
5,1742,وإن انفصل الكاتب أثناء السنة لزمه أن ينظم لما مضى من السنة فى مباشرته,1742
4,1742,ومما يلزم الكاتب رفعه المحاسبات,1745
5,1742,فمنها محاسبة أرباب النقود الجيشية والمكيلات والجامكيات والجرايات،,1743
5,1743,ومنها محاسبات أرباب الأجر والاستعمالات,1743
5,1743,ومما يلزم الكاتب رفعه ضريبة أصول الأموال ومضافاتها عن كل سنة كاملة،,1744
5,1744,ويلزمه رفع المؤامرات,1744
5,1744,ويلزمه رفع ضريبة ما يستأدى من الحقوق،,1744
5,1744,ومما يلزمه رفعه فى كل سنة تقدير الارتفاع,1744
5,1744,ويلزمه فى كل ثلاث سنين رفع الكشوف الجيشية،,1744
5,1744,وأما المقترحات-,1745
4,1745,ذكر أرباب الوظائف وما يلزم كلا منهم مع حضور رفقته ومع غيبتهم وما يسترفعه كل مباشر عند مباشرته وما يلزمه عمله,1749
5,1745,أما المشد أو المتولى,1745
5,1745,وأما الناظر على ذلك,1745
5,1745,وأما صاحب الديوان,1746
5,1746,وأما مقابل الاستيفاء,1746
5,1746,وأما المستوفى,1748
5,1748,وأما المشارف,1748
5,1748,وأما الشاهد,1748
5,1748,وأما العامل,1749
4,1749,ذكر كتابة الحكم والشروط وما يتصف به الكاتب ويحتاج اليه,1754
5,1749,أما اشتراط العدالة والديانة والأمانة,1750
5,1750,وأما طلاقة العبارة وذلاقة اللسان,1750
5,1750,وأما حسن الخط,1750
5,1750,وأما معرفة العربية,1750
5,1750,وأما معرفة الفقه,1751
5,1751,وأما علم الحساب والفرائض,1752
5,1752,وأما معرفة صناعة الوراقة فى الأمور التى ذكرناها,1754
6,1752,ذكر ما اصطلح عليه الكتاب من أوضاع الوراقة,1754
5,1754,ولنذكر كيفية ما يصنعه الكاتب فى كل واقعة,1754
4,1754,أما الإقرارات وما يتصل بها من الرهن والضمان,1758
5,1755,فصل,1756
5,1756,فصل,1757
5,1757,فصل,1758
5,1758,فصل,1758
4,1758,وأما الحوالة-,1758
4,1758,وأما الشركة,1759
4,1759,وأما القراض,1760
4,1760,وأما العارية,1760
4,1760,وأما الهبة والنحلة,1761
4,1761,وأما الصدقة والرجوع,1762
4,1762,وأما التمليك-,1763
5,1762,فأما ما كان بعوض,1762
5,1762,وأما ما كان بغير عوض،,1763
4,1763,وأما البيوع,1787
5,1765,فصل,1766
5,1766,فصل,1767
5,1767,فصل,1767
5,1767,فصل,1768
5,1768,فصل,1770
5,1770,فصل,1787
4,1787,وأما الرد بالعيب والفسخ,1787
4,1787,فى مقايلة تكتب على ظهر المبايعة،,1788
4,1788,وأما الشفعة,1793
4,1793,وأما السلم والمقايلة فيه,1794
4,1794,وأما القسمة والمناصفة,1795
4,1795,وأما الأجائر,1803
5,1796,فصل,1797
5,1797,فصل,1798
5,1798,فصل فى معاقدة حمولة,1798
5,1798,فصل,1798
5,1798,فصل,1798
5,1798,فصل,1798
5,1798,فصل,1799
5,1799,فصل,1799
5,1799,فصل,1803
4,1803,وأما المساقاة,1803
4,1803,وأما الوصايا والشهادة على الكوافل بالقبوض وما يلتحق بذلك,1807
5,1805,فصل,1805
5,1805,فصل فى إسجال الوصية ومحضر الوصى,1806
5,1806,فصل,1806
5,1806,فصل,1807
4,1807,وأما العتق والتدبير وتعليق العتق,1808
5,1807,فصل,1808
5,1808,فصل,1808
4,1808,وأما الكتابة,1809
5,1809,فصل,1809
4,1809,وأما النكاح وما يتعلق به,1815
5,1812,فصل,1813
5,1813,فصل فى صداق المحجور عليه من قبل الحاكم,1813
5,1813,فصل,1814
5,1814,فصل,1814
5,1814,فصل,1815
5,1815,فصل,1815
4,1815,وأما إقرار الزوجين بالزوجية واعتراف الزوج بمبلغ الصداق وما يتصل بذلك من فرض الزوجة والإشهاد عليها بقبض الكسوة,1816
5,1815,فصل فى فرض زوجة,1816
5,1816,فصل وإن قبضت المرأة كسوتها,1816
4,1816,وأما الطلاق وما يتصل به من الفروض الواجبة,1819
5,1818,فصل فى فرض امرأة مطلقة ظهرت حاملا,1819
5,1819,فصل,1819
4,1819,وأما تعليق الطلاق وفسخ النكاح,1821
5,1819,فصل,1821
4,1821,وأما نفى ولد الجارية والإقرار باستيلاد الأمة,1822
4,1822,واما الوكالات,1822
4,1822,وأما المحاضر على اختلافها,1827
5,1823,فصل فى محضر وفاة وحصر ورثة,1824
5,1824,فصل اذا مات رجل وخلف أبوين وأخوين,1824
5,1824,فصل,1824
5,1824,فصل,1825
5,1825,فصل,1825
5,1825,فصل,1825
5,1825,فصل فيما يكتب بعيب فى جارية,1826
5,1826,فصل,1826
5,1826,فصل,1826
5,1826,فصل فى نسب رجل شريف,1826
5,1826,فصل فى عدالة رجل,1826
5,1826,فصل فى إعسار رجل,1826
5,1826,فصل فى إسلام ذمى,1827
4,1827,وأما الإسجالات,1831
5,1828,فصل فى ثبوت إقرار متبايعين,1829
5,1829,مثال إسجال بثبوت مبايعة بشهود الأصل وشهود الفرع على نائب الحكم,1830
5,1830,فصل فى ثبوت إسجال حاكم على حاكم,1831
4,1831,وأما الكتب الحكمية- فاذا ثبت عند حاكم من الحكام أمر وسأله المحكوم له,1833
5,1832,فصل,1833
4,1833,وأما التقاليد الحكمية,1834
4,1834,وأما الأوقاف والتحبيسات,1836
5,1836,فصل,1836
4,1836,المؤتلف والمختلف من أسماء نقلة الحديث,1841
4,1841,المؤتلف والمختلف من نسب رجال الحديث,1850
4,1850,وأما من ينسخ العلوم,1851
4,1851,وأما من ينسخ التاريخ-,1852
4,1852,وأما من ينسخ الشعر,1852
4,1852,ذكر كتابة التعليم وما يحتاج من تصدى لها إلى معرفته,1854
5,1852,فأما تعليم الابتداء,1853
5,1853,وأما تعليم الانتهاء,1853
5,1853,وأما ما يتفرع عن هذه الأقلام الخمسة التى ذكرناها,1854
1,1854,[الفن الثالث فى الحيوان الصامت],2104
